ФИО,Телефон,Адрес,Дата рождения,Любимое вино
User_1300,+79910797222,"Ижевск, ул. Азина, 42, кв. 9",1993-09-14,Wine_800
User_826,+79634029984,"Кемерово, ул. Красная, 93, кв. 32",1980-03-23,Wine_854
User_1172,+79661529413,"Омск, ул. Лермонтова, 32, кв. 41",1984-09-05,Wine_381
User_1270,+79550783655,"Курск, пр. Октябрьский, 57, кв. 13",1994-05-25,Wine_474
User_715,+79265135349,"Пенза, пр. Победы, 90, кв. 12",1990-10-29,Wine_383
User_492,+79755114527,"Казань, ул. Баумана, 56, кв. 12",1992-12-08,Wine_659
User_837,+79050584018,"Брянск, пр. Славы, 67, кв. 6",1990-10-29,Wine_672
User_914,+79207261636,"Москва, ул. Тверская, 12, кв. 34",1998-12-13,Wine_778
User_1281,+79284740515,"Курган, ул. Пушкина, 49, кв. 18",1999-02-13,Wine_478
User_1261,+79560468759,"Тверь, ул. Пролетарская, 57, кв. 8",1997-04-17,Wine_112
User_1437,+79632208740,"Кострома, ул. Красной Армии, 72, кв. 14",2003-09-30,Wine_914
User_698,+79845546963,"Волгоград, ул. Красноармейская, 81, кв. 6",1978-05-15,Wine_625
User_524,+79125370176,"Кострома, ул. Московская, 60, кв. 18",1995-04-25,Wine_944
User_1482,+79430927309,"Белгород, пр. Бульварный, 12, кв. 8",1977-07-11,Wine_343
Юлия Валерьевна Ликерова,+79654708294,"Кострома, ул. Московская, 60, кв. 18",1997-03-23,Wine_710
User_1264,+79251506338,"Смоленск, ул. Романова, 25, кв. 19",2003-09-30,Wine_296
User_1282,+79364014175,"Ульяновск, ул. Ленина, 82, кв. 12",1983-11-19,Wine_164
User_387,+79907055868,"Махачкала, ул. Гагарина, 24, кв. 5",1979-11-16,Wine_986
User_731,+79862942386,"Сыктывкар, ул. Ленина, 62, кв. 21",1997-01-09,Wine_633
User_253,+79050927627,"Екатеринбург, ул. Ленина, 23, кв. 5",1980-12-29,Wine_714
User_1361,+79694920750,"Мурманск, пр. Ленина, 52, кв. 5",1986-08-16,Wine_209
User_1271,+79590509194,"Омск, ул. Челюскинцев, 89, кв. 8",1990-08-04,Wine_58
User_788,+79684040376,"Махачкала, ул. Гагарина, 24, кв. 5",1980-12-29,Wine_246
User_1262,+79015742758,"Астрахань, ул. Советская, 75, кв. 9",1990-08-04,Wine_986
User_471,+79647518081,"Барнаул, ул. Ленина, 82, кв. 4",1981-11-06,Wine_363
User_1346,+79709563942,"Тюмень, ул. Республики, 29, кв. 25",2002-03-10,Wine_910
User_655,+79986980150,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1983-03-01,Wine_794
User_1202,+79047144948,"Новороссийск, ул. Курортная, 51, кв. 15",1977-07-11,Wine_238
User_840,+79423561644,"Тюмень, ул. Республики, 29, кв. 25",1979-11-16,Wine_43
User_1401,+79896452223,"Москва, ул. Арбат, 64, кв. 22",1988-07-25,Wine_236
User_731,+79862942386,"Сыктывкар, ул. Ленина, 62, кв. 21",1997-01-09,Wine_305
User_1298,+79773996458,"Казань, пр. Победы, 17, кв. 6",1987-02-02,Wine_689
User_278,+79714247301,"Иваново, ул. Мичурина, 24, кв. 22",1980-12-29,Wine_143
User_569,+79472742044,"Липецк, ул. Звездная, 88, кв. 4",2002-03-10,Wine_339
User_1356,+79711272812,"Иваново, ул. Интернациональная, 34, кв. 22",1993-04-10,Wine_17
User_972,+79654972931,"Пермь, ул. Куйбышева, 98, кв. 10",1997-04-17,Wine_902
User_539,+79520769691,"Орел, ул. Горького, 44, кв. 22",1994-07-04,Wine_746
User_1492,+79278834596,"Сочи, ул. Пушкина, 76, кв. 12",1999-02-13,Wine_797
User_153,+79519903086,"Саратов, ул. Гагарина, 92, кв. 22",1997-02-10,Wine_653
User_431,+79313915743,"Тверь, ул. Пролетарская, 57, кв. 8",1990-10-29,Wine_426
User_303,+79937779904,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1995-04-25,Wine_859
User_133,+79947744680,"Новосибирск, ул. Сибирская, 78, кв. 21",1980-12-29,Wine_145
User_765,+79452718942,"Тверь, ул. Пролетарская, 57, кв. 8",1990-10-29,Wine_398
User_1369,+79273652677,"Сыктывкар, ул. Ленина, 62, кв. 21",1990-08-04,Wine_624
User_1227,+79578570167,"Пенза, ул. Ульянова, 17, кв. 21",1998-05-16,Wine_516
User_381,+79897753049,"Саратов, ул. Гагарина, 92, кв. 22",1983-03-01,Wine_883
User_846,+79830950777,"Саранск, ул. Гагарина, 23, кв. 5",1981-11-03,Wine_9
User_644,+79788484692,"Оренбург, ул. Карла Маркса, 84, кв. 16",2003-02-04,Wine_226
User_850,+79671415458,"Воронеж, ул. Свердлова, 59, кв. 3",1998-12-07,Wine_814
User_220,+79537702647,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",2003-02-04,Wine_24
User_694,+79474042277,"Омск, ул. Челюскинцев, 89, кв. 8",1991-03-14,Wine_194
User_698,+79845546963,"Волгоград, ул. Красноармейская, 81, кв. 6",1978-05-15,Wine_372
User_324,+79291196774,"Белгород, пр. Бульварный, 12, кв. 8",1994-05-25,Wine_557
User_1269,+79655541982,"Омск, ул. Челюскинцев, 89, кв. 8",1983-11-19,Wine_703
User_922,+79616577530,"Архангельск, ул. Северная, 11, кв. 19",1981-11-06,Wine_296
User_958,+79211992279,"Тольятти, ул. Волгоградская, 57, кв. 14",1980-03-23,Wine_291
Андрей Анатольевич Шарден,+79854116197,"Махачкала, ул. Гагарина, 24, кв. 5",1972-02-14,Wine_718
User_563,+79397819330,"Рязань, ул. Дзержинского, 26, кв. 5",2003-06-09,Wine_39
User_382,+79133617700,"Санкт-Петербург, пр. Невский, 45, кв. 19",1992-12-08,Wine_708
User_958,+79211992279,"Тольятти, ул. Волгоградская, 57, кв. 14",1980-03-23,Wine_543
User_770,+79606987651,"Набережные Челны, пр. Химиков, 10, кв. 12",1984-09-05,Wine_369
User_1247,+79909622387,"Екатеринбург, ул. Мичурина, 55, кв. 10",1986-06-12,Wine_971
User_272,+79431964306,"Калуга, ул. Московская, 87, кв. 16",1980-12-29,Wine_977
User_710,+79490423414,"Саратов, ул. Гагарина, 92, кв. 22",,Wine_72
User_445,+79967887849,"Пенза, ул. Тихонова, 24, кв. 8",1978-05-15,Wine_230
User_967,+79785332673,"Ярославль, ул. Волковская, 35, кв. 20",1984-09-05,Wine_146
User_1307,+79593676973,"Псков, ул. Советская, 34, кв. 7",1984-09-05,Wine_11
User_636,+79968008263,"Ижевск, ул. Азина, 42, кв. 9",1985-09-02,Wine_416
User_1217,+79601050570,"Челябинск, ул. Малышева, 36, кв. 9",1990-06-29,Wine_850
User_232,+79099142057,"Мурманск, пр. Ленина, 52, кв. 5",1996-08-28,Wine_539
User_1095,+79546492546,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1982-03-12,Wine_59
User_648,+79817772614,"Сочи, ул. Красная, 59, кв. 21",1993-04-10,Wine_220
User_384,+79501951650,"Челябинск, ул. Таганская, 41, кв. 4",1995-07-18,Wine_638
User_724,+79566773085,"Саратов, ул. Гагарина, 92, кв. 22",1980-03-23,Wine_894
User_432,+79258572439,"Красноярск, ул. Мира, 15, кв. 3",1990-08-04,Wine_126
User_1449,+79230220223,"Архангельск, ул. Пушкина, 88, кв. 13",1997-03-23,Wine_871
User_684,+79852471212,"Ульяновск, ул. Ленина, 82, кв. 12",1990-09-16,Wine_945
User_1239,+79000076691,"Волгоград, ул. Красноармейская, 81, кв. 6",1985-09-02,Wine_238
User_112,+79200762980,"Кострома, ул. Красной Армии, 72, кв. 14",1998-05-16,Wine_56
User_954,+79597194628,"Пенза, ул. Тихонова, 24, кв. 8",1992-08-31,Wine_921
User_235,+79058296634,"Тверь, ул. Пролетарская, 57, кв. 8",1994-05-25,Wine_486
User_267,+79140545958,"Волгоград, ул. Сталинградская, 50, кв. 11",1986-06-12,Wine_128
User_1007,+79102057631,"Волгоград, ул. Сталинградская, 50, кв. 11",1977-07-11,Wine_388
User_1388,+79459357082,"Ижевск, ул. Азина, 42, кв. 9",1997-02-10,Wine_950
User_487,+79305442548,"Уфа, ул. Карла Маркса, 27, кв. 22",1984-09-05,Wine_708
User_481,+79883971673,"Хабаровск, пр. Ленинский, 58, кв. 30",1995-07-10,Wine_430
User_1124,+79133582262,"Челябинск, ул. Таганская, 41, кв. 4",1994-05-20,Wine_16
User_1311,+79761206737,"Курск, ул. Ленина, 43, кв. 28",1991-07-15,Wine_243
User_936,+79208293253,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1980-03-23,Wine_36
User_732,+79273275911,"Оренбург, ул. Карла Маркса, 84, кв. 16",1986-08-16,Wine_775
User_469,+79321175498,"Омск, ул. Лермонтова, 32, кв. 41",1993-01-13,Wine_183
User_273,+79398820316,"Новосибирск, ул. Сибирская, 78, кв. 21",1999-06-06,Wine_696
User_205,+79542331180,"Челябинск, ул. Кирова, 10, кв. 7",1993-11-30,Wine_225
User_1338,+79352962227,"Ульяновск, ул. Ленина, 82, кв. 12",1999-08-12,Wine_334
User_858,+79453010667,"Череповец, ул. Ленина, 82, кв. 14",1990-10-22,Wine_949
User_1259,+79361686316,"Ульяновск, ул. Ленина, 82, кв. 12",1991-01-29,Wine_6
User_981,+79776388554,"Курган, ул. Пушкина, 49, кв. 18",2002-09-09,Wine_830
User_725,+79410683242,"Челябинск, ул. Таганская, 41, кв. 4",1989-02-11,Wine_982
Екатерина Михайловна Портвейн,+79744590587,"Самара, ул. Стара-Загора, 92, кв. 13",1988-11-27,Wine_885
User_136,+79789497332,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1974-07-24,Wine_67
User_1121,+79446399915,"Пенза, пр. Победы, 90, кв. 12",1991-01-29,Wine_651
User_1355,+79787968383,"Брянск, пр. Славы, 67, кв. 6",1991-01-29,Wine_335
User_260,+79112384701,"Кемерово, ул. Красная, 93, кв. 32",1991-03-08,Wine_19
User_497,+79856780577,"Воронеж, пр. Мира, 59, кв. 6",1986-08-16,Wine_29
User_1302,+79805216370,"Набережные Челны, пр. Химиков, 9, кв. 3",1988-11-27,Wine_875
User_1209,+79801382099,"Казань, ул. Баумана, 19, кв. 12",1999-05-11,Wine_977
User_403,+79518481257,"Санкт-Петербург, пр. Невский, 45, кв. 19",1993-09-14,Wine_363
User_962,+79144875800,"Ульяновск, ул. Ленина, 82, кв. 12",2001-12-25,Wine_910
User_1306,+79392070368,"Кемерово, ул. Красная, 93, кв. 32",1991-07-15,Wine_122
User_1005,+79305774846,"Мурманск, пр. Мира, 50, кв. 22",1998-12-13,Wine_933
User_212,+79632887188,"Мурманск, пр. Мира, 50, кв. 22",1989-02-11,Wine_475
User_1216,+79734217364,"Барнаул, ул. Ленина, 82, кв. 4",1981-11-03,Wine_77
User_899,+79758761033,"Калининград, ул. Ломоносова, 53, кв. 25",1985-09-02,Wine_869
User_775,+79442139219,"Пенза, ул. Тихонова, 24, кв. 8",1991-03-14,Wine_312
User_571,+79759149570,"Курск, ул. Ленина, 43, кв. 28",1988-11-27,Wine_67
User_1377,+79585628245,"Челябинск, ул. Таганская, 41, кв. 4",1997-02-10,Wine_760
Владислав Николаевич Романов,+79080260476,"Саранск, ул. Гагарина, 23, кв. 5",2001-12-25,Wine_47
User_1436,+79798792819,"Кострома, ул. Красной Армии, 72, кв. 14",1990-09-16,Wine_832
User_180,+79348719275,"Кострома, ул. Московская, 60, кв. 18",1999-08-12,Wine_352
User_569,+79472742044,"Липецк, ул. Звездная, 88, кв. 4",2002-03-10,Wine_496
User_731,+79862942386,"Сыктывкар, ул. Ленина, 62, кв. 21",1997-01-09,Wine_436
User_1112,+79359826902,"Смоленск, ул. Романова, 25, кв. 19",1994-09-19,Wine_692
User_666,+79563997048,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1998-12-07,Wine_547
User_254,+79481688103,"Москва, ул. Арбат, 64, кв. 22",1997-02-10,Wine_883
User_1398,+79592752761,"Брянск, ул. Кольцевая, 33, кв. 11",1983-06-06,Wine_875
User_1331,+79793342039,"Воронеж, пр. Революции, 74, кв. 18",1990-10-22,Wine_375
User_259,+79534076058,"Ставрополь, ул. Ленина, 39, кв. 22",1990-08-04,Wine_999
User_1283,+79712455426,"Кострома, ул. Московская, 60, кв. 18",1998-05-16,Wine_827
User_342,+79344273613,"Новосибирск, ул. Красный Проспект, 41, кв. 9",1972-02-14,Wine_552
User_1446,+79990926511,"Брянск, ул. Толстого, 21, кв. 14",1998-01-03,Wine_947
User_324,+79291196774,"Белгород, пр. Бульварный, 12, кв. 8",1994-05-25,Wine_360
User_947,+79666887964,"Новосибирск, ул. Дзержинского, 80, кв. 15",1982-03-12,Wine_892
Артем Владиславович Сангрийский,+79287663366,"Новосибирск, ул. Красный Проспект, 41, кв. 9",,Wine_291
User_977,+79720459834,"Казань, ул. Баумана, 56, кв. 12",2002-03-10,Wine_998
User_1095,+79546492546,"Петрозаводск, ул. Карла Либкнехта, 89, кв. 13",1982-03-12,Wine_239
User_420,+79213698082,"Липецк, ул. Звездная, 88, кв. 4",2003-06-09,Wine_364
User_650,+79102536801,"Рязань, ул. Дзержинского, 26, кв. 5",1991-03-14,Wine_188
User_386,+79823566998,"Новосибирск, ул. Сибирская, 78, кв. 21",1977-07-11,Wine_817
User_172,+79843336167,"Челябинск, ул. Кирова, 10, кв. 7",1987-11-06,Wine_896
User_656,+79030528178,"Уфа, ул. Ленина, 27, кв. 13",1994-05-25,Wine_219
User_811,+79685068107,"Набережные Челны, пр. Химиков, 10, кв. 12",1998-12-13,Wine_869
Михаил Иванович Вермутов,+79314306523,"Новороссийск, ул. Курортная, 51, кв. 15",1991-01-29,Wine_956
User_1141,+79571368509,"Тверь, ул. Ленина, 67, кв. 17",1987-11-06,Wine_806
User_478,+79660366255,"Волгоград, ул. Сталинградская, 50, кв. 11",1972-02-14,Wine_976
User_227,+79958772450,"Санкт-Петербург, пр. Невский, 45, кв. 19",2000-05-21,Wine_718
User_529,+79153138432,"Уфа, ул. Ленина, 27, кв. 13",1999-05-11,Wine_292
User_974,+79020447648,"Набережные Челны, пр. Химиков, 9, кв. 3",1997-03-23,Wine_744
User_669,+79553780515,"Волгоград, ул. Сталинградская, 50, кв. 11",1982-03-12,Wine_708
User_530,+79107260825,"Смоленск, ул. Романова, 25, кв. 19",1973-12-11,Wine_678
User_1023,+79743354202,"Ростов-на-Дону, ул. Пушкинская, 85, кв. 3",1993-09-14,Wine_207
User_445,+79967887849,"Пенза, ул. Тихонова, 24, кв. 8",1978-05-15,Wine_305
User_1493,+79052190314,"Ижевск, ул. Азина, 42, кв. 9",1997-04-22,Wine_651
User_304,+79721307694,"Ставрополь, ул. Ленина, 39, кв. 22",1993-01-13,Wine_321
